TrapID,Habitat,Trap_Type,Sampling_Dates,Start_Date,End_Date,Sampling_Duration,Sampling_Session,Month,Week_of_Year,End_Day_of_the_Year,Order,Family,Lowest_Det,Count,Quad_Veg_Cover,Quad_Native_Veg_Cover,Quad_Non-Native_Veg_Cover,NQ_Native_Veg_Cover,NQ_Non-Native_Veg_Cover,Quad_Grass_Cover,Quad_Native_Grass_Cover,Quad_Non-Native_Grass_Cover,NQ_Non-Native_Grass,Quad_Herbaceous_Cover,Quad_Native_Herb_Cover,Quad_Non-Native_Herb_Cover,NQ_Native_Herb,NQ_Non-Native_Herb,Quad_Shrub_Cover_Native,NQ_Shrub_Cover_Native,NQ_Tree_Cover_Native,Moss_Cover,Bare_Ground,Thatch_Cover,Thatch_Depth_cm,Quad_Veg_Height_cm,Min_pH,Max_pH,Avg_pH,Min_Soil_Max_Salinity,Avg_Soil_Max_Salinity,Max_Soil_Max_Salinity,Min_Soil_Max_CaCO3,Avg_Soil_Max_CaCO3,Max_Soil_Max_CaCO3,Quad_Number_of_Spp,NQ_Number_of_Spp,Quad_Native_Spp,NQ_Native_Spp,Quad_Non-Native_Spp,NQ_Non-Native_Spp,Quad_Unknown_Spp_eg_Moss,NQ_Unknown_Spp_eg_Moss,Quad_Native_Grass_Spp,Quad_Non-Native_Grass_Spp,NQ_Non-Native_Grass_Spp,Quad_Native_Herb_Spp,NQ_Native_Herb_Spp,Quad_Non-Native_Herb_Spp,NQ_Non-Native_Herb_Spp,Quad_Native_Shrub_Spp,NQ_Native_Shrub_Spp,NQ_Tree_Spp,Quad_Dominant_Species_Name,Quad_Dominant_Species_Type,NQ_Dominant_Species_Name,NQ_Dominant_Species_Type
AG-PIT-01,Non-native Annual Grassland,PIT,"July 11-14, 2016",2016-07-11,2016-07-14,3,Summer,July,29,196,Collembola,Entomobryidae,Entomobryidae,0,82,0,82,2,4,73.3,0,73.3,1,8.7,0,8.7,2,3,0,0,0,0,8.3,9.7,2.7,47.1,5.1,8.1,6.6,1,5.6,12,0,4,28,10,3,0,1,10,2,0,0,0,4,1,0,1,6,1,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-PIT-01,Non-native Annual Grassland,PIT,"July 11-14, 2016",2016-07-11,2016-07-14,3,Summer,July,29,196,Dermaptera,Forficulidae,Forficulidae,2,82,0,82,2,4,73.3,0,73.3,1,8.7,0,8.7,2,3,0,0,0,0,8.3,9.7,2.7,47.1,5.1,8.1,6.6,1,5.6,12,0,4,28,10,3,0,1,10,2,0,0,0,4,1,0,1,6,1,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-PIT-01,Non-native Annual Grassland,PIT,"July 11-14, 2016",2016-07-11,2016-07-14,3,Summer,July,29,196,Isopoda,Armadillidiidae,Armadillidium,4,82,0,82,2,4,73.3,0,73.3,1,8.7,0,8.7,2,3,0,0,0,0,8.3,9.7,2.7,47.1,5.1,8.1,6.6,1,5.6,12,0,4,28,10,3,0,1,10,2,0,0,0,4,1,0,1,6,1,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-PIT-01,Non-native Annual Grassland,PIT,"July 11-14, 2016",2016-07-11,2016-07-14,3,Summer,July,29,196,Isopoda,Porcellionidae,Porcellio,2,82,0,82,2,4,73.3,0,73.3,1,8.7,0,8.7,2,3,0,0,0,0,8.3,9.7,2.7,47.1,5.1,8.1,6.6,1,5.6,12,0,4,28,10,3,0,1,10,2,0,0,0,4,1,0,1,6,1,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"April 14-21, 2016",2016-04-14,2016-04-21,6,Spring 1,April,16,112,Collembola,Entomobryidae,Entomobryidae,5,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"April 14-21, 2016",2016-04-14,2016-04-21,6,Spring 1,April,16,112,Archaeognatha,Machilidae,Machilidae,10,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"April 14-21, 2016",2016-04-14,2016-04-21,6,Spring 1,April,16,112,Collembola,Bourletiellidae,Bourletiellidae,3,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"April 14-21, 2016",2016-04-14,2016-04-21,6,Spring 1,April,16,112,Collembola,Isotomidae,Isotomidae,0,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"April 14-21, 2016",2016-04-14,2016-04-21,6,Spring 1,April,16,112,Dermaptera,Forficulidae,Forficulidae,0,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"April 14-21, 2016",2016-04-14,2016-04-21,6,Spring 1,April,16,112,Isopoda,Armadillidiidae,Armadillidium,40,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"April 14-21, 2016",2016-04-14,2016-04-21,6,Spring 1,April,16,112,Isopoda,Porcellionidae,Porcellio,7,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"July 18-21, 2016",2016-07-18,2016-07-21,3,Summer,July,30,203,Collembola,Entomobryidae,Entomobryidae,0,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"July 18-21, 2016",2016-07-18,2016-07-21,3,Summer,July,30,203,Archaeognatha,Machilidae,Machilidae,1,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"July 18-21, 2016",2016-07-18,2016-07-21,3,Summer,July,30,203,Collembola,Bourletiellidae,Bourletiellidae,0,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"July 18-21, 2016",2016-07-18,2016-07-21,3,Summer,July,30,203,Collembola,Isotomidae,Isotomidae,0,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"July 18-21, 2016",2016-07-18,2016-07-21,3,Summer,July,30,203,Dermaptera,Forficulidae,Forficulidae,0,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"July 18-21, 2016",2016-07-18,2016-07-21,3,Summer,July,30,203,Isopoda,Armadillidiidae,Armadillidium,2,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-PIT-03,Non-native Annual Grassland,PIT,"July 18-21, 2016",2016-07-18,2016-07-21,3,Summer,July,30,203,Isopoda,Porcellionidae,Porcellio,1,70.7,17.3,53.3,0,0,44.7,0,44.7,0,26,17.3,8.7,0,0,0,0,0,0,11.3,17.3,0.5,16.2,4.8,8.1,6.4,1,9,63,1,3.2,8,15,0,5,0,10,0,0,0,0,5,0,5,0,5,0,0,0,0, Brachypodium distachyon , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"April 19-20, 2016",2016-04-19,2016-04-20,1,Spring 2,April,17,111,Archaeognatha,Machilidae,Machilidae,3,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"April 19-20, 2016",2016-04-19,2016-04-20,1,Spring 2,April,17,111,Collembola,Isotomidae,Isotomidae,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"April 19-20, 2016",2016-04-19,2016-04-20,1,Spring 2,April,17,111,Dermaptera,Forficulidae,Forficulidae,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"April 19-20, 2016",2016-04-19,2016-04-20,1,Spring 2,April,17,111,Isopoda,Armadillidiidae,Armadillidium,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"April 19-20, 2016",2016-04-19,2016-04-20,1,Spring 2,April,17,111,Collembola,Bourletiellidae,Bourletiellidae,407,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"April 19-20, 2016",2016-04-19,2016-04-20,1,Spring 2,April,17,111,Isopoda,Porcellionidae,Porcellio,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"April 19-20, 2016",2016-04-19,2016-04-20,1,Spring 2,April,17,111,Collembola,Entomobryidae,Entomobryidae,59,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",2016-06-23,2016-06-24,1,Summer,June,26,176,Collembola,Entomobryidae,Entomobryidae,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",2016-06-23,2016-06-24,1,Summer,June,26,176,Archaeognatha,Machilidae,Machilidae,54,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",2016-06-23,2016-06-24,1,Summer,June,26,176,Collembola,Bourletiellidae,Bourletiellidae,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",2016-06-23,2016-06-24,1,Summer,June,26,176,Collembola,Isotomidae,Isotomidae,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",2016-06-23,2016-06-24,1,Summer,June,26,176,Isopoda,Porcellionidae,Porcellio,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",2016-06-23,2016-06-24,1,Summer,June,26,176,Dermaptera,Forficulidae,Forficulidae,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",2016-06-23,2016-06-24,1,Summer,June,26,176,Isopoda,Armadillidiidae,Armadillidium,17,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",2016-03-31,2016-04-01,1,Spring 1,April,14,92,Collembola,Entomobryidae,Entomobryidae,43,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",2016-03-31,2016-04-01,1,Spring 1,April,14,92,Collembola,Isotomidae,Isotomidae,1,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",2016-03-31,2016-04-01,1,Spring 1,April,14,92,Archaeognatha,Machilidae,Machilidae,6,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",2016-03-31,2016-04-01,1,Spring 1,April,14,92,Isopoda,Porcellionidae,Porcellio,0,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",2016-03-31,2016-04-01,1,Spring 1,April,14,92,Collembola,Bourletiellidae,Bourletiellidae,25,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",2016-03-31,2016-04-01,1,Spring 1,April,14,92,Dermaptera,Forficulidae,Forficulidae,1,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",2016-03-31,2016-04-01,1,Spring 1,April,14,92,Isopoda,Armadillidiidae,Armadillidium,3,93,1,92,0,0,84,0,84,0,9,1,8,0,0,0,0,0,0,3,3.7,1.5,50.4,5.1,8.1,6.6,1,5.9,12,0,2.7,5,12,0,2,0,10,0,0,0,0,5,0,2,0,5,0,0,0,0, Bromus diandrus , Non-Native Invasive Annual Grass ,0,0
AG-YPT-02,Non-native Annual Grassland,YPT,"April 25-26, 2016",2016-04-25,2016-04-26,1,Spring 2,April,18,117,Archaeognatha,Machilidae,Machilidae,0,95,3.3,91.7,0,0,26,0,26,0,69,3.3,65.7,0,0,0,0,0,0,20,20,0,8.7,4.9,7.8,6.3,1,3.8,16,0,2,3,12,0,2,0,10,0,0,0,0,3,0,2,0,7,0,0,0,0, Erodium botrys , Non-Native Annual Herb ,0,0
AG-YPT-02,Non-native Annual Grassland,YPT,"April 25-26, 2016",2016-04-25,2016-04-26,1,Spring 2,April,18,117,Collembola,Bourletiellidae,Bourletiellidae,10,95,3.3,91.7,0,0,26,0,26,0,69,3.3,65.7,0,0,0,0,0,0,20,20,0,8.7,4.9,7.8,6.3,1,3.8,16,0,2,3,12,0,2,0,10,0,0,0,0,3,0,2,0,7,0,0,0,0, Erodium botrys , Non-Native Annual Herb ,0,0
