TrapID,Habitat,Trap,Date,Month,End_Day_of_the_Year,Trapping_Duration,Order,Family,Lowest_Det,Count, Quad Veg Cover , Quad Native Veg Cover ,Quad Non-Native Veg Cover,NQ Native Veg Cover,NQ Non-Native Veg Cover,Quad Grass Cover,Quad Native Grass Cover,Quad Non-Native Grass Cover,NQ Non-Native Grass,Quad Herbaceous Cover,Quad Native Herb Cover,Quad Non-Native Herb Cover,NQ Native Herb,NQ Non-Native Herb,Quad Shrub Cover (Native),NQ Shrub Cover (Native),NQ Tree Cover (Native),Moss Cover,Bare Ground,Thatch Cover,Thatch Depth (cm),Quad Veg Height (cm),Min pH,Max pH,Avg. pH,Min Soil Max Salinity,Avg Soil Max Salinity,Max Soil Max Salinity,Min Soil Max %CaCO3,Avg Soil Max %CaCO3,Max Soil Max %CaCO3,Quad. Number of Spp.,NQ Number of Spp.,Quad. Native Spp.,NQ Native Spp.,Quad. Non-Native Spp.,NQ Non-Native Spp.,Quad. Unknown Spp. (e.g. Moss),NQ Unknown Spp. (e.g. Moss),Quad Native Grass Spp.,Quad. Non-Native Grass Spp.,NQ Non-Native Grass Spp.,Quad. Native Herb Spp.,NQ Native Herb Spp.,Quad. Non-Native Herb Spp.,NQ Non-Native Herb Spp.,Quad. Native Shrub Spp.,NQ Native Shrub Spp.,NQ Tree Spp.,Quad. Dominant Species Name,Quad. Dominant Species Type,NQ Dominant Species Name,NQ Dominant Species Type
AG-PIT-03,AG,PIT,"July 18-21, 2016",July,203,3,Isopoda,Armadillidiidae,Armadillidium,2, 70.7 , 17.3 , 53.3 , -   , -   , 44.7 , -   , 44.7 , -   , 26.0 , 17.3 , 8.7 , -   , -   , -   , -   , -   , -   , 11.3 , 17.3 , 0.5 , 16.2 , 4.8 , 8.1 , 6.4 , 1.0 , 9.0 , 63.0 , 1.0 , 3.2 , 8.0 , 15.0 , -   , 5.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 5.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
AG-PIT-03,AG,PIT,"July 18-21, 2016",July,203,3,Isopoda,Porcellionidae,Porcellio,1, 70.7 , 17.3 , 53.3 , -   , -   , 44.7 , -   , 44.7 , -   , 26.0 , 17.3 , 8.7 , -   , -   , -   , -   , -   , -   , 11.3 , 17.3 , 0.5 , 16.2 , 4.8 , 8.1 , 6.4 , 1.0 , 9.0 , 63.0 , 1.0 , 3.2 , 8.0 , 15.0 , -   , 5.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 5.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"April 19-20, 2016",April,111,1,Archaeognatha,Machilidae,Machilidae,3, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"April 19-20, 2016",April,111,1,Collembola,Isotomidae,Isotomidae,0, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"April 19-20, 2016",April,111,1,Dermaptera,Forficulidae,Forficulidae,0, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"April 19-20, 2016",April,111,1,Isopoda,Armadillidiidae,Armadillidium,0, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"April 19-20, 2016",April,111,1,Collembola,Bourletiellidae,Bourletiellidae,407, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"April 19-20, 2016",April,111,1,Isopoda,Porcellionidae,Porcellio,0, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"April 19-20, 2016",April,111,1,Collembola,Entomobryidae,Entomobryidae,59, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"June 23-24, 2016",June,176,1,Collembola,Entomobryidae,Entomobryidae,0, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"June 23-24, 2016",June,176,1,Archaeognatha,Machilidae,Machilidae,54, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"June 23-24, 2016",June,176,1,Collembola,Bourletiellidae,Bourletiellidae,0, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AG-YPT-01,AG,YPT,"June 23-24, 2016",June,176,1,Collembola,Isotomidae,Isotomidae,0, 93.0 , 1.0 , 92.0 , -   , -   , 84.0 , -   , 84.0 , -   , 9.0 , 1.0 , 8.0 , -   , -   , -   , -   , -   , -   , 3.0 , 3.7 , 1.5 , 50.4 , 5.1 , 8.1 , 6.6 , 1.0 , 5.9 , 12.0 , -   , 2.7 , 5.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 2.0 , -   , 5.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
